State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
Maine,Norridgewock,59540.5,53039.5
"New Jersey","Ridgefield Park",59538,52252
Iowa,"Lake Mills",59537,46709
"South Carolina",Cayce,59532.5,57727.5
California,Willows,59532,40422
Michigan,Otisville,59511.3,51464
Pennsylvania,York,59502.7,100710.1
Washington,Stehekin,59502,50720
Indiana,Frankfort,59497.8,106760.5
Oregon,Umatilla,59495,50920
Iowa,"Buffalo Center",59495,50081
Pennsylvania,Rockwood,59487,48967
Utah,Fairview,59476.5,50756
Florida,"Old Town",59472,47876
Louisiana,Amite,59469,48715
Iowa,Holstein,59468,47456
Florida,"Panama City",59462.9,78969.1
Pennsylvania,Kane,59459,45990
Indiana,Speedway,59458.5,54131.5
Texas,Milford,59457,48965
Kansas,Leon,59454,49101
Kansas,Agra,59451,43787
Indiana,Rochester,59449.5,176267
Oregon,"Wolf Creek",59449,45655
Wisconsin,"Washington Island",59448,50120
Oregon,Blachly,59446,57533
Florida,"Cape Coral",59442.6,85313.2
"New York",Constableville,59434,50188.5
Washington,Naches,59431,52278
Kentucky,Owenton,59430,47965
California,Ukiah,59409.5,108429.5
Wisconsin,Cambria,59408.5,51316
Tennessee,Flintville,59408,56346
Tennessee,Pikeville,59406,44420
"New York",Horseheads,59400.3,49974.7
Pennsylvania,Mansfield,59399.5,49068.5
California,Monterey,59392,49617.3
Maryland,Jessup,59387,300000
Oklahoma,Woodward,59384,49906
Iowa,Boone,59379,52620
Oregon,Madras,59371,55873
Idaho,Mullan,59354,44652
California,Bakersfield,59350.9,89388.4
"New York",Chaumont,59350,44764
Wisconsin,Bowler,59348,48714
Indiana,Poseyville,59332.5,53462.5
Indiana,Argos,59314,47868
Nebraska,Sumner,59312,49008
"North Carolina",Locust,59309.5,52823.5
"New York",Addison,59306,46156
Oregon,Salem,59294.7,48855.3
Minnesota,Caledonia,59284.5,47060
"New Jersey",Minotola,59274.5,46836.5
Kansas,Hoisington,59271,50897
Oregon,Mapleton,59266,50073
Indiana,Portage,59247.8,46402.2
Louisiana,Oberlin,59247.5,44627.5
"New York",Worcester,59232,50887
Pennsylvania,Millville,59229.3,44053.3
Iowa,Harlan,59218,112742.5
Wisconsin,"Shell Lake",59216.5,46137.5
Montana,Hardin,59214.5,41918.5
Maine,"Steep Falls",59213,39599
Virginia,Farnvillle,59210,38513
Wisconsin,Portage,59202,45829.5
Iowa,Waukon,59196,46923
"South Carolina","St. George",59196,50099
Virginia,Chatham,59191,49424
Illinois,"Wood River",59188,57967
Texas,Bells,59187,46459
Colorado,Holyoke,59178,55759
Texas,Greenville,59176,45580
Missouri,Riverside,59174,55036
Illinois,Clinton,59171,300000
California,Firebaugh,59164,56349
"South Carolina",Jackson,59163.5,47203.5
Illinois,Ashmore,59163,53926
Alabama,Deatsville,59161.5,53966.5
California,Trinidad,59154,49556
Kentucky,"West Paducah",59152.5,52697
Georgia,Blythe,59143,41719
Nebraska,Kearney,59137.7,50816
"North Carolina",Wilmington,59131.4,49860.4
Mississippi,Weir,59130,55270
Iowa,Donnellson,59127,51689
Indiana,Yorktown,59120,45717.5
Washington,Kennewick,59119,81642.9
Alabama,Jasper,59116.5,45075
Pennsylvania,"Saint Thomas",59109,49529
Texas,Llano,59107.5,168316
Pennsylvania,"Lake Ariel",59096,48328
Pennsylvania,Shickshinny,59093.5,48056.5
Missouri,Kingsville,59091,45871
Vermont,Lincoln,59089,48136
"New York",Tully,59080,46539
Utah,"Saint George",59075,39302
Michigan,Quincy,59074.5,47651
Massachusetts,"East Boston",59071.8,46135.8
Alabama,Marbury,59061,300000
Minnesota,Faribault,59060.3,50686.3
Virginia,Oakwood,59053,300000
Colorado,"Wheat Ridge",59048.8,47308.5
Pennsylvania,"Snow Shoe",59040,49778
Missouri,Robertsville,59031,51460
Alabama,Brent,59030.5,47976.5
Minnesota,Coleraine,59025,55641
Montana,Clinton,59020,52843
Mississippi,Stringer,59015,300000
Kentucky,Lewisport,59009,52372
Louisiana,"Baton Rouge",58993.2,69642.3
Minnesota,Milroy,58991,47157
Utah,Hanksville,58989,46599
California,Bloomington,58987.5,48679.5
Nevada,"N. Las Vegas",58972,48732.5
"North Carolina","Rutherford College",58971,48018
Texas,Elkhart,58968,52839
"West Virginia",Shinnston,58966,47808
Vermont,Barre,58957,55645
Iowa,Manly,58951,56756
"West Virginia","Salt Rock",58937,46334
"New York","Fort Ann",58936,52739
Iowa,"Charles City",58935.7,44613
Wisconsin,"Cuba City",58921,47550
Minnesota,Alexandria,58920.5,46120.5
"New York",Cambridge,58919.5,49222
Pennsylvania,"Ellwood City",58910.4,92834.2
Utah,Santaquin,58910.2,110011.2
Virginia,Carrsville,58906.5,54756
Iowa,Monona,58906,34304
"North Carolina","Morehead City",58899,47187.5
Illinois,Quincy,58896.8,83411.7
Missouri,Vienna,58896,123820.7
Ohio,Stockport,58887,50162
Mississippi,Coffeeville,58887,44558
Michigan,Gladstone,58886,48584
"New Hampshire",Sanbornville,58885.5,26635.5
Illinois,Flanagan,58884,49196
Texas,Keene,58883,50201
Montana,Nashua,58882.5,47054
Minnesota,Ely,58881.3,45225
Ohio,"New Richmond",58880,36004
"New York",Harpursville,58874,49631.5
Colorado,"La Porte",58870,48409
Kansas,Emporia,58866.3,46922.7
Wisconsin,"Prairie Farm",58851,52105
Texas,"Martin's Mill",58849,48877
"West Virginia",Prichard,58840,52176
"North Carolina",Farmville,58838,42893
Iowa,"Albert City",58829,47820
Kansas,Coffeyville,58825.5,44839.5
Mississippi,"New Hebron",58822,300000
Kansas,Eskridge,58821,53477
Illinois,Waltonville,58819,52959
Georgia,Pembroke,58817,46122
Alabama,Ozark,58800.2,50759
"New Jersey","Little Egg Harbor",58794.5,50412.5
Georgia,Dudley,58786.2,46200.5
"New York",Haverstraw,58783.5,46603.5
Texas,Paris,58783.3,48423.3
Arizona,Kingman,58772,206962.7
"New Mexico",Ruidoso,58765,48386
Montana,Bonner,58762,54293
Pennsylvania,"West Sunbury",58759,54200.7
Minnesota,Frazee,58753.5,47270
Iowa,Humboldt,58741,40953
Oklahoma,Vici,58735,45939
Illinois,Olney,58734.7,50154.7
Iowa,Muscatine,58733.5,110905
Vermont,Brandon,58722.5,172598
Ohio,Parma,58719.5,91830.8
Pennsylvania,Hadley,58717,46576
Kansas,"Belle Plaine",58710,50344
Nevada,Fallon,58705.7,125191.3
"South Carolina","North Augusta",58700.3,122770.3
Michigan,"Bear Lake",58700,50406
"New Jersey","Somers Point",58700,43374
Minnesota,Adrian,58690,47881
"North Carolina",Waynesville,58688.5,50442
Alabama,Hayden,58684,47284
Arizona,Goodyear,58673.3,132428
Washington,Tukwila,58673.3,45509
Nevada,Mesquite,58673,50438
Alabama,Elmore,58669.5,48158
Indiana,"Cedar Grove",58669.5,52168
Kansas,Manhattan,58663.7,92567.3
Ohio,Cridersville,58662,47482
Louisiana,Boothville,58661,31261
"New York",Carthage,58658,54392
Washington,Othello,58654,55879
Missouri,"St. Charles",58652,55800
Pennsylvania,Derry,58651,49298.5
Indiana,Alexandria,58649,43911
California,Fontana,58646.4,85852.5
California,Livingston,58644.5,51553
Indiana,Redkey,58630,54122
Iowa,Monroe,58626,47708.2
"South Dakota",Avon,58623,46400
Illinois,"Richton Park",58622,47808.7
Texas,Canyon,58621,41385
Louisiana,Iowa,58618,300000
Michigan,Galesburg,58618,48119
Ohio,Canton,58607.2,75983.2
Florida,"Panama City Beach",58604.8,45180.2
Wisconsin,"Richland Center",58603.5,50058.5
Arkansas,Ashdown,58602,36129.5
Missouri,Latham,58590,49588
Michigan,"Birch Run",58585,42829
Tennessee,Yorkville,58578,54828
Michigan,Clio,58560.5,50658
Minnesota,Crosby,58553,49811.5
Texas,Dalhart,58546.5,54699
Texas,Overton,58542,44644
Washington,Spokane,58532,84426.7
Florida,Orlando,58527.9,52459.6
Nebraska,Roseland,58527,42674
"New Mexico",Aztec,58523.2,42665.5
Michigan,Coloma,58515.7,51820.3
Virginia,Petersburg,58512.2,51746.2
Oregon,Mosier,58511,45460.5
Oklahoma,Norman,58510.6,84925
Nebraska,Ord,58509.5,48989
Minnesota,Winona,58495.7,48290.7
"New York",Fonda,58493,44244.5
Alabama,Arab,58478,300000
Kansas,Sabetha,58477,48688
Illinois,Ladd,58472,54106
Texas,Lockhart,58471.3,50161.7
Virginia,Smithfield,58469.5,178838.5
Texas,"Elm Mott",58466,300000
Florida,Melbourne,58459,84960.8
California,"Lake Arrowhead",58456.8,146248.4
Missouri,"New Bloomfield",58456,34238
Kentucky,Milton,58454,52763
Pennsylvania,Wellsboro,58451,48675
Wisconsin,"Eau Claire",58446.4,85535.9
Pennsylvania,Charleroi,58438.5,54835
Illinois,"Calumet Park",58423,47906
Pennsylvania,Latrobe,58421.3,50139.3
Florida,Pierson,58420,50038
Louisiana,Iota,58418,40806.5
Oregon,Coquille,58418,58490
Connecticut,"New Haven",58414.6,75186.8
"North Carolina",Angier,58414.5,44027.5
Iowa,Jesup,58402,52060
Pennsylvania,Uniontown,58401,101650.2
Minnesota,Montgomery,58399,52842
Tennessee,"Old Hickory",58394,300000
Pennsylvania,Hellam,58389,56099
Kansas,Wichita,58381.3,67845.7
Illinois,"East Peoria",58379,45209
Maine,Rockland,58373,48309
"North Dakota",Milnor,58367,52194
"North Dakota",Minot,58356.8,106335
Indiana,Logansport,58352.2,107871.8
Minnesota,"Brooklyn Center",58351.3,49979
Wisconsin,"North Fond Du Lac",58350.5,51726.5
Florida,Dunedin,58338.3,45669.9
"North Carolina",Arapahoe,58334,48355
Wisconsin,"Green Lake",58334,44518
Texas,Dekalb,58332.3,49277.7
California,Modesto,58324.9,105321.5
Iowa,Colesburg,58324.5,50710
"North Carolina",Edenton,58320.3,120696.3
Missouri,Bland,58320,52116.5
Ohio,"West Unity",58319,47153
Pennsylvania,"Tower City",58302,42571
Delaware,Bridgeville,58301,51417
Ohio,Mogadore,58301,51878
Iowa,Radcliffe,58296,51197
Kansas,"Garden City",58292.2,151448.6
Pennsylvania,"Forest City",58289,50510
Illinois,Midlothian,58285,48725
Illinois,Martinsville,58283,39356
Montana,Whitehall,58281.5,50277.5
Kentucky,Paducah,58279.5,43648.3
"New Jersey",Somerville,58279,56330
Missouri,Savannah,58276,35233
"New York",Frewsburg,58274,45972
Wisconsin,"Wisconsin Rapids",58273.5,174728
"North Carolina",Sophia,58266.5,44310.5
Nebraska,Pierce,58264,54860
Indiana,Angola,58261,50119
Texas,Claude,58260,53671
Florida,"Lehigh Acres",58257,83913.1
Wisconsin,Abbotsford,58254,44919
Iowa,"Lake View",58253,51930
Pennsylvania,Waynesburg,58252.3,51375.7
"North Dakota",Mott,58251,46383
Wisconsin,Oxford,58243,48803
Michigan,Richmond,58242.3,131295.3
Alabama,Daleville,58239,61815
Ohio,Williamsport,58235.5,54958
California,"El Monte",58231.6,66734.1
Wisconsin,Merrill,58227,45360
Texas,"Sulphur Springs",58224.5,42119.5
Ohio,Bristolville,58221,54195
Pennsylvania,"Beaver Falls",58220,47840.5
Missouri,"Cape Girardeau",58216.6,85351.6
Michigan,Ossineke,58212,48930
Wisconsin,"Port Edwards",58209,53138
Texas,Saginaw,58204,46044
Michigan,"Kent City",58203,43375
Pennsylvania,"New Brighton",58197.5,50081.5
Texas,"Dodd City",58196,51489
California,Perris,58194.5,49798.5
Wisconsin,Chilton,58191,49115
Florida,Hollywood,58189.2,104066.6
Nebraska,Gordon,58183,46174
Alabama,Wilmer,58182,48215
"South Carolina","Travelers Rest",58181,40910
Louisiana,Meraux,58176.7,43406.3
Oklahoma,Hollis,58172,56734
"South Carolina","Rock Hill",58169.5,45369.9
Texas,Merkel,58162,44270
Maine,Bucksport,58159,58688
Iowa,Eldora,58159,47987
Idaho,"Coeur D'alene",58157.7,48164.7
Maryland,Boonsboro,58152.5,114243.8
Texas,Lefors,58151,49905
Michigan,"Madison Heights",58149.3,86905.2
Pennsylvania,Benton,58147,48596
Illinois,Fulton,58139,52031
Ohio,Carey,58138,53119
Indiana,"New Whiteland",58136,55631
Kentucky,Lancaster,58132,52294
Kansas,Seneca,58129,44544
Utah,"Santa Clara",58129,49512.5
Colorado,Northglenn,58125.4,49433
Utah,"Spanish Fork",58123.7,130742.7
Wisconsin,Kaukauna,58122.5,48236
Illinois,Prophetstown,58112,48338
Minnesota,Mankato,58107.8,43715.6
California,Palmdale,58094.1,46988.8
Minnesota,"Green Isle",58089,49876
Illinois,Alexis,58087,40292
Oklahoma,Chouteau,58084,43381
Mississippi,"Long Beach",58078,57801
Maryland,Cresaptown,58077,46089
"South Carolina","Port Royal",58076,48745
Mississippi,"North Carrollton",58074,52221
Louisiana,Olla,58059,37826
Indiana,Anderson,58048.1,70338.2
Indiana,Mooresville,58048,54847
Indiana,Nineveh,58043,52200
"New York",Wurtsboro,58043,47063.5
Idaho,Rupert,58042,48962
Louisiana,Dequincy,58040,65963
Kansas,Wamego,58035,45339
Illinois,Cherry,58032,50046
Alaska,Kiana,58026.3,42957.7
Nebraska,Callaway,58023,44846
Ohio,Plymouth,58021,47558
Indiana,Sweetser,58019,55815
Pennsylvania,Seneca,58005,57218
Alaska,"Sheldon Point",58004,300000
California,"Grand Terrace",57997.3,50956
"West Virginia",Danville,57995.5,50040
"South Dakota",Canistota,57993,51345
"New Mexico","La Luz",57991,52029
Wisconsin,Milton,57990,50120
"New York",Burt,57984,55471
Indiana,Winamac,57984,300000
Indiana,Lafayette,57982.9,72324.3
Arkansas,Greenwood,57977.5,53233
Texas,Palestine,57957,38087
Minnesota,Laporte,57956,43983
Kentucky,Owensboro,57953.6,78128.1
California,"Crescent City",57953,49913
Pennsylvania,Southampton,57953,45763
"New York","Saratoga Springs",57952.5,98142.2
Michigan,"Center Line",57947,171592.5
Iowa,Pocahontas,57941,50197.5
Pennsylvania,Lehighton,57937.8,52693
Oklahoma,Enid,57930.8,88670.3
Arizona,"Casa Grande",57927.6,48410.9
Mississippi,Caledonia,57926.5,176748.5
California,Stockton,57924.5,65162
Pennsylvania,Hanover,57916.2,106273.8
Indiana,Veedersburg,57910,54544
Washington,"Mount Vernon",57906,48133.8
"North Carolina",Saluda,57903.5,46512.5
Louisiana,"Morgan City",57901.3,126886.3
Alabama,Gardendale,57898.5,48060.5
Kentucky,Liberty,57897,45900
"New York","South Richmond Hill",57883,41819
Ohio,Sugarcreek,57881,47769
California,Rosamond,57877,65076
Texas,Henderson,57873.7,46760.7
Kentucky,Ludlow,57867,44465
Illinois,Atkinson,57867,46830
Montana,Bridger,57865,46083
"North Dakota","New Salem",57864,55890
Florida,Milton,57852.2,49662
Texas,Leggett,57852,57872
Nebraska,Tekamah,57847,42398
Texas,"Sierra Blanca",57843,42950
Arkansas,Benton,57830.5,110426.5
"South Dakota",Huron,57830.5,173279.5
Arkansas,Rison,57828,46803
Washington,"College Place",57827,45234
Ohio,Chillicothe,57826.9,48894.3
Michigan,"Battle Creek",57822.2,65382.5
Kansas,Hutchinson,57819.8,44120
"New York",Arcade,57819,300000
Georgia,Morganton,57816,55045
Texas,Borger,57815,51191.7
Arizona,Prescott,57813.2,47579
Minnesota,Lamberton,57812,46120
Wyoming,Greybull,57810,52100
"New York",Panama,57800,51194
Delaware,Millsboro,57787.8,55221.2
Kentucky,"Bowling Green",57780.5,48382.8
Colorado,Morrison,57771,50309
Texas,Buffalo,57769,44494
Texas,Princeton,57765,58511
Mississippi,Richton,57761,43042
Illinois,"Machesney Park",57757.6,48832
Tennessee,Friendship,57751,45133
Louisiana,Harrisonburg,57747,29891
Utah,Richmond,57732,300000
California,Fresno,57730.1,65852.1
Texas,Lampasas,57728.5,45091.5
Pennsylvania,Reading,57724.8,74863.8
"North Carolina","Mars Hill",57719,40942
Kansas,Hoxie,57710,48408
Wisconsin,Brodhead,57706,51461
Ohio,Marietta,57699.5,164476.5
Illinois,Collinsville,57693.2,47495
Kentucky,Covington,57689.6,91688.6
Iowa,"Story City",57686.5,50453
"North Carolina",Lumberton,57678.9,44386.2
Alabama,Semmes,57671,50233.5
Pennsylvania,"Grove City",57664,44507.8
Alabama,"Fort Payne",57662,300000
California,Piru,57660,48204
Texas,Rosebud,57659,48798
Georgia,Athens,57656.6,45459.2
Texas,Blossom,57650,42300
"New Jersey",Villas,57646.5,44902.5
Illinois,Staunton,57644,36986
Illinois,Granville,57643,51757
"New York",Edmeston,57638,52866
Texas,Yantis,57636,52076
Nebraska,Shelton,57634,59553
Oregon,Gresham,57625.5,91960.7
Florida,Tampa,57624.8,76252.2
Missouri,Independence,57612.2,75763.7
Georgia,Harlem,57612,48496
Kentucky,Murray,57602.5,42116
Missouri,Willard,57598,52191.5
Illinois,Princeton,57595.5,43381
California,Redding,57592.9,44433.1
Ohio,Urbana,57577.7,124974
Alaska,Ketchikan,57572.7,50320.7
Indiana,Laurel,57570,57607
Pennsylvania,"Lower Burrell",57564,30458
Georgia,Jackson,57564,45714.5
Arizona,Phoenix,57559.2,64688.7
Utah,Washington,57558,49044
Oregon,Stanfield,57548.5,53818
Texas,Waller,57546.5,49092.5
"New York",Oxford,57543,300000
Wisconsin,"Junction City",57534,52410
"New Mexico",Grants,57528,48042
Vermont,Tunbridge,57527,50526
"West Virginia",Thomas,57526,40038
Wisconsin,Coleman,57512,42088
Montana,"Columbia Falls",57510.7,47411.7
Indiana,Lakeville,57497,125670
Minnesota,Cosmos,57493,48873
Tennessee,Riceville,57489,43913
Michigan,"Brown City",57486,48135.5
Florida,"Lady Lake",57486,51663
Tennessee,Rickman,57481,44938
California,"Big Bear Lake",57474,47816
Florida,Bokeelia,57473,300000
Virginia,"West Point",57469.5,54646.5
Utah,Lewiston,57462,52637
Nebraska,Fairbury,57451,44737
Florida,"Lake Wales",57446.8,40444.8
Pennsylvania,Wyalusing,57441,41844.3
Missouri,Dixon,57441,50301
"North Carolina",Moncure,57436.5,165735.5
Ohio,Marion,57435.2,48878.7
"South Dakota",Waubay,57429,42266
Maryland,Elkton,57425,45757
Indiana,Lynn,57417,300000
"New York",Rochester,57411.4,78518.9
Louisiana,Gibsland,57408,29979
Oregon,Phoenix,57407,53217
Virginia,Suffolk,57406.1,70462.8
Alabama,Pensacola,57395,46769
"New York","Lake Luzerne",57392.5,48656.5
Wyoming,Crowheart,57386,44280
"Rhode Island",Pawtucket,57382.1,125738.7
Oregon,Eugene,57379.1,102514.8
Oregon,Nehalem,57374,48923
Michigan,"Eaton Rapids",57368,167329
Montana,Helmville,57367,44146
Pennsylvania,Dalmatia,57366,51922
Ohio,Bladensburg,57366,40412
Georgia,Calhoun,57365.7,48045.7
"South Dakota",Dupree,57365,45668
Wisconsin,Alma,57353.5,43849.5
Michigan,"North Branch",57353,55347
Pennsylvania,Indiana,57353,44854
Iowa,Carroll,57346,300000
Tennessee,Brighton,57345,39486
Kentucky,"Mt Washington",57339,41952
Illinois,"Paw Paw",57334,50994
Minnesota,Willmar,57328.2,113025.2
Minnesota,Ogilvie,57327.5,44164
Arkansas,Harrison,57327,300000
Nebraska,Leigh,57314,52110
Oklahoma,"South Coffeyville",57312,47313
Virginia,Dublin,57310.2,46797.2
Ohio,Frankfort,57306,44417
Michigan,Grandville,57304,54404
"North Carolina",Rtp,57301,55887
California,"Yuba City",57296.9,79918.4
Texas,Boyd,57292,57880
"North Carolina",Claremont,57291,51622
Louisiana,Loreauville,57287,47529
"New York","Montour Falls",57284,39504
Illinois,Dixon,57282.5,49904
Iowa,"Eagle Grove",57280.3,131020
Mississippi,Clara,57278.5,165919
Georgia,Gray,57274,49668
Ohio,"Cuyahoga Falls",57269.8,94225.3
"South Carolina","West Columbia",57267.8,51857.3
Washington,Waitsburg,57262,46473
Oregon,Corvallis,57260,69572.8
Kansas,Oskaloosa,57252,52464
Missouri,Iberia,57251,55508
Wisconsin,"South Wayne",57246,51735
Illinois,Coffeen,57243,45204
Louisiana,"New Iberia",57241,91081.4
Kentucky,Willisburg,57241,50497
Tennessee,Lavergne,57240,53433.5
Alabama,"Sand Rock",57239,43170
Montana,"Three Forks",57237,52179
"South Carolina",Effingham,57234,40473
Tennessee,Lynnville,57232,45255
Alabama,Millbrook,57221,48383
Texas,Mesquite,57218.4,68213
Washington,Harrington,57217,40411
California,Montclair,57209.7,49290
Ohio,Washington,57205,48039
Missouri,Philadelphia,57204,48404
Pennsylvania,"Rural Valley",57203,49571.5
Pennsylvania,Steelton,57202.5,54140.5
Alabama,"Hokes Bluff",57202,46738
Ohio,"Port Clinton",57196,41135.5
Iowa,Waterloo,57186.2,49727.2
Colorado,Lafayette,57170,44890
Oregon,Astoria,57163.5,48724.5
Arkansas,Hazen,57163,44761
Missouri,Delta,57162,47746
Texas,Duncanville,57147.7,54580
Michigan,Sanford,57139.5,47528.5
"New Hampshire","Ctr. Ossipee",57139,44873
Michigan,"Grand Blanc",57134.5,104231.2
Illinois,Capron,57132,53855
Virginia,Monroe,57130,53375
Indiana,Madison,57103.3,51625
Minnesota,Lanesboro,57103,43057
"New York",Canajoharie,57101,46044
Oklahoma,Adair,57099.5,52940.5
California,Lakeport,57078,46647
Arizona,Pomerene,57068.5,48966
Connecticut,Bridgeport,57065.8,65465
Indiana,Ladoga,57055,49894
Oklahoma,Ringwood,57048,58799
Minnesota,"Lester Prairie",57048,52034
Texas,Bronte,57036,40052
Texas,Colmesneil,57034,41693.5
Minnesota,Gaylord,57033,48213.5
Oklahoma,Orlando,57027,59537
"North Carolina",Salisbury,57025.2,45684.8
Louisiana,"Breaux Bridge",57022,48360
Texas,Garland,57019.6,71518.4
Indiana,Kentland,57019.5,47553.5
Tennessee,Covington,57017.5,45579.5
Indiana,Boonville,57012.5,53541.5
Tennessee,Clarksville,57012.5,91596.8
"New Mexico",Shiprock,57010,36801
"New York",Warwick,57006.5,150000
Nevada,"Silver Springs",56993,48937
Pennsylvania,Kutztown,56989.5,41269.5
Ohio,"Cuyahoga Heights",56979,42996
Iowa,Britt,56979,43564
"North Carolina","High Point",56975.5,70267.3
Louisiana,Schriever,56971.7,47706.7
Missouri,Hannibal,56971.3,47510
Ohio,Mason,56968.4,41589.4
"New York",Bridgeport,56966,300000
Ohio,Senecaville,56963,50824
Kentucky,"Dry Ridge",56962,45562
Virginia,Chilhowie,56961,53051
Pennsylvania,Waynesboro,56958.3,129271.3
"New York",Albany,56957.2,131951.6
Missouri,Harviell,56951,49140
Alabama,Clayton,56947,45615
California,"San Luis Obispo",56946.2,94733.4
Iowa,Libertyville,56939,51050
Virginia,Kilmarnock,56929,56378
Massachusetts,Dudley,56924,48194
Arkansas,Marion,56919,47711
Missouri,"Holts Summit",56917,50098
"North Carolina","Mount Ulla",56907,40379
Virginia,Parksley,56899,44675
Florida,Apopka,56894.8,43891.5
Vermont,Jay,56892,51557.5
Arizona,Maricopa,56884.5,54811.5
